,country,portName,portAuthority,address,phone,fax,email,latitude,longitude,ddLatitude,ddLongitude,portType,portSize,firstPortofEntry,publication,chart,usaRep,medicalFacilities,harborSize,shelter,maxVesselSize,harborType,turningArea,holdingGround,tide,overheadLimit,swell,channel,cargoPier,meanTide,anchorage,oilTerminal,compulsory,available,tugAssistance,tugSalvage,pratique,rail,wharves,medMoor,hundredTonLifts,fiftyTonLifts,twentyTonLifts,zeroTonLifts,fixedCranes,mobileCranes,floatingCranes,longshore,provisions,fuelOil,deck,water,dieselOil,shipRepairs,marineRailroadSize,drydockSize,closestAirField
68,IN,SIKKA,,,,,, 22 28 33 N ,69 54 25 E,22.466666666666665,69.9,,,Yes,173.0,63062,No,No,Very Small,Poor,over 500 feet,Open Roadstead,No,Yes,No,No,No,76 - over ft,26 - 30 ft,5.0,46 - 51 ft,76 - over ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,Yes,,,,Yes,,Limited,Up to 200 tons,,Jamnagar Airport
69,IN,TADRI, Tadri Port Authority ,"Deputy Port Conservator Port Office Tadri, Karnataka India",,,, 14 31 14 N ,74 20 57 E,14.516666666666667,74.33333333333333," Pier, Jetty or Wharf ", Very Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goa Airport Airport
70,IN,TRIVANDRUM, Ports Department ,"Vellayambalam Trivandrum, Kerala 605033 India", 91-471-324533 , 91-471-324842 ,, 8 27 4 N ,76 57 29 E,8.45,76.95," Pier, Jetty or Wharf ", Very Small ,Yes,173.0,63210,No,Yes, Very Small , Poor , Up to 500 feet in length , Open Roadstead ,No,Yes,No,No,No, 56 - 60 feet 17.1 - 18.2 meters , 6 - 10 feet 1.8 - 3 meters ,3.0,16 - 20 ft,,No,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,Up to 200 tons,,Thiruvananthapuram International Airport
71,IN,TUTICORIN, Tuticorin Port Trust ,Tuticorin 628 004 India, 0461 2352290 , 0461 2352301 , tutport@sancharnet.in , 8 46 10 N ,78 10 4 E,8.766666666666667,78.16666666666667, Seaport , Medium ,Yes,173.0,63250/2,No,Yes, Small , Fair , Up to 500 feet in length , Open Roadstead ,Yes,Yes,Yes,,No,31 - 35 ft,26 - 30 ft,1.0,31 - 35 ft,31 - 35 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,Yes,No, Limited ,Up to 200 tons,Up to 656 ft,Tuticorin Airport
72,IN,VADINAR TERMINAL,,,,,, 22 27 33 N ,69 42 49 E,22.45,69.7,,,No,173.0,63062,Yes,Yes,Very Small,Poor,over 500 feet,Open Roadstead,Yes,,No,No,No,76 - over ft,46 - 51 ft,6.0,56 - 60 ft,76 - over ft,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,Yes,,,Yes,,Limited,Up to 200 tons,,Jamnagar Airport
73,IN,VALINOKKAM,,,,,, 9 9 29 N ,78 38 35 E,9.15,78.63333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Wannukandi Airport
74,IN,VENGURLA, Vengurla Port Authority ,District Sindhudurg Vengurla India, 91 23 666 2077 , 91 23 666 2077 ,, 15 51 25 N ,73 36 59 E,15.85,73.6," Pier, Jetty or Wharf ", Very Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goa Airport Airport
75,IN,VERAVAL, Gujarat Maritime Board ,"Sector 10-A, Opp. Air Force Station Gandhinagar Gujarat 382 010 India", 079-23238346 , 079-23234703 , gmbad1@sancharnet.in , 20 54 55 N ,70 21 59 E,20.9,70.35, Seaport , Medium ,Yes,173.0,63070,No,Yes, Very Small , Fair , Over 500 feet in length , Open Roadstead ,,Yes,No,No,No,41 - 45 ft,51 - 55 ft,3.0,36 - 40 ft,51 - 55 ft,No,No,Yes,No,Yes,Yes,,,,Yes,,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No, Limited ,Up to 200 tons,Up to 656 ft,Keshod Airport
76,IN,VISAKHAPATNAM, Visakhapatnam Port Trust ,"Visakhapatnam, Andhra Pradesh 530 035 India", 91 891 2564841 , 91 891 2565023 , info@vizagport.com , 17 41 14 N ,83 17 44 E,17.683333333333334,83.28333333333333, Seaport , Large ,Yes,,,No,Yes, Medium , Poor , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,Yes,Yes,Yes,31 - 35 ft,31 - 35 ft,1.0,71 - 75 ft,31 - 35 ft,Yes,Yes,Yes,No,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,"201 to 1,000 tons",657 ft to 984 ft,Vishakhapatnam Airport
77,IN,VISHAKHAPATNAM,,,,,, 17 43 0 N ,83 19 49 E,17.716666666666665,83.31666666666666,,,Yes,173.0,63291/0,No,Yes,Medium,Good,less than 500 feet,Coastal Breakwater,Yes,Yes,Yes,Yes,Yes,56 - 60 ft,31 - 35 ft,1.0,11 - 15 ft,31 - 35 ft,Yes,Yes,Yes,No,,Yes,Yes,,,,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Moderate,"over 1,000 tons",657 ft to 984 ft,Vishakhapatnam Airport
78,IN,BEDI,,,,,,22 31 N,70 2 E,22.516666666666666,70.03333333333333,,,Yes,173.0,63062,No,Yes,Very Small,Good,over 500 feet,River Natural,,Yes,Yes,No,,46 - 51 ft,,5.0,46 - 51 ft,,No,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,,,,Yes,,Yes,,Limited,Up to 200 tons,Up to 656 ft,Jamnagar Airport
79,IN,PIPAVAV BANDAR,,,,,,20 55 N,71 31 E,20.916666666666668,71.51666666666667,,,Yes,173.0,63080,,Yes,Small,Good,over 500 feet,Coastal Natural,Yes,Yes,Yes,No,No,46 - 51 ft,46 - 51 ft,3.0,26 - 30 ft,41 - 45 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,None,"over 1,000 tons",985 ft and over,Diu Airport
80,IN,MUMBAI (BOMBAY),,,,,,18 58 N,72 52 E,18.966666666666665,72.86666666666666,,,Yes,173.0,63103,Yes,Yes,Large,Good,over 500 feet,Coastal Tide Gate,Yes,Yes,Yes,No,Yes,36 - 40 ft,31 - 35 ft,4.0,31 - 35 ft,46 - 51 ft,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,"over 1,000 tons",Up to 656 ft,Chhatrapati Shivaji Maharaj Airport
81,IN,JAWAHARLAL NEHRU PORT (NHAVA SHIVA),,,,,,18 57 N,72 57 E,18.95,72.95,,,Yes,173.0,63103,,Yes,Medium,Good,over 500 feet,Open Roadstead,Yes,Yes,Yes,No,Yes,36 - 40 ft,41 - 45 ft,4.0,41 - 45 ft,41 - 45 ft,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Moderate,"201 to 1,000 tons",,Chhatrapati Shivaji Maharaj Airport
82,IN,MARMAGAO,,,,,,15 26 N,73 48 E,15.433333333333335,73.8,,,Yes,173.0,63111/0,No,Yes,Small,Good,over 500 feet,River Natural,Yes,Yes,Yes,No,Yes,46 - 51 ft,36 - 40 ft,2.0,56 - 60 ft,36 - 40 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Major,"201 to 1,000 tons",657 ft to 984 ft,Goa Airport Airport
83,IN,AZHIKAL (AZHIKKAL),,,,,,11 55 N,75 18 E,11.916666666666664,75.3,,,No,173.0,63200,No,No,Very Small,Poor,less than 500 feet,River Natural,No,Yes,No,No,No,6 - 10 ft,6 - 10 ft,0.0,26 - 30 ft,,No,No,,,No,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,Kannur International Airport
84,IN,CALICUT (KOZHIKODE),,,,,,11 15 N,75 46 E,11.25,75.76666666666667,,,Yes,173.0,63200,No,Yes,Very Small,None,less than 500 feet,Open Roadstead,No,Yes,No,No,No,,,1.0,26 - 30 ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,,Yes,No,Limited,Up to 200 tons,,Calicut Airport
85,IN,BEYPORE,,,,,,11 10 N,75 48 E,11.166666666666664,75.8,,,Yes,173.0,63200,No,Yes,Very Small,Fair,less than 500 feet,Open Roadstead,No,Yes,No,No,No,11 - 15 ft,6 - 10 ft,1.0,31 - 35 ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,,,,Yes,,,Yes,Yes,Limited,Up to 200 tons,,Calicut Airport
86,IN,KOCHI (COCHIN),,,,,,9 58 N,76 14 E,9.966666666666667,76.23333333333333,,,Yes,173.0,63200/1,No,Yes,Medium,Good,over 500 feet,Coastal Natural,Yes,Yes,No,No,Yes,46 - 51 ft,41 - 45 ft,1.0,41 - 45 ft,71 - 75 ft,Yes,Yes,Yes,No,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,"201 to 1,000 tons",657 ft to 984 ft,Cochin Airport
87,IN,QUILON (KOLLAM),,,,,,8 53 N,76 35 E,8.883333333333333,76.58333333333333,,,No,173.0,63210,No,Yes,Very Small,Good,less than 500 feet,Coastal Breakwater,No,Yes,No,No,No,26 - 30 ft,21 - 25 ft,1.0,41 - 45 ft,,Yes,Yes,No,No,No,No,Yes,,,,,,,,,,Yes,Yes,,Yes,,Limited,,,Thiruvananthapuram International Airport
88,IN,KOLACHEL,,,,,,8 10 N,77 15 E,8.166666666666666,77.25,,,No,173.0,63210,No,Yes,Very Small,Fair,less than 500 feet,Open Roadstead,No,Yes,No,No,No,,,1.0,41 - 45 ft,,No,,,,No,,No,,,,,,,,,,Yes,,,,,,,,Thiruvananthapuram International Airport
89,IN,NAGAPPATTINAM,,,,,,10 46 N,79 51 E,10.766666666666667,79.85,,,Yes,173.0,63260,No,Yes,Small,Poor,over 500 feet,Open Roadstead,,Yes,Yes,,Yes,46 - 51 ft,,0.0,46 - 51 ft,,No,No,Yes,,Yes,Yes,No,,,,,Yes,,Yes,,Yes,,No,Yes,No,,Limited,Up to 200 tons,,Thanjavur Airport
90,IN,KARAIKAL PORT,,,,,,10 50 N,79 52 E,10.833333333333336,79.86666666666666,,,Yes,173.0,63260,No,Yes,Small,Good,over 500 feet,Coastal Breakwater,Yes,Yes,No,No,No,51 - 55 ft,46 - 51 ft,1.0,36 - 40 ft,,Yes,Yes,Yes,,Yes,Yes,Yes,No,Yes,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Moderate,"201 to 1,000 tons",,Thanjavur Airport
91,IN,CHENNAI (MADRAS),,,,,,13 6 N,80 18 E,13.1,80.3,,,Yes,173.0,63271/0,Yes,Yes,Large,Good,less than 500 feet,Coastal Breakwater,Yes,Yes,Yes,Yes,Yes,61 - 65 ft,41 - 45 ft,1.0,51 - 55 ft,51 - 55 ft,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,"201 to 1,000 tons",657 ft to 984 ft,Chennai International Airport
92,IN,KAMARAJAR PORT,,,,,,13 16 N,80 19 E,13.266666666666667,80.31666666666666,,,,173.0,63271,,Yes,Small,Poor,less than 500 feet,Coastal Breakwater,Yes,,Yes,,Yes,51 - 55 ft,41 - 45 ft,1.0,51 - 55 ft,46 - 51 ft,Yes,Yes,Yes,Yes,,Yes,,Yes,,,,,Yes,Yes,,Yes,,,Yes,Yes,,Major,"201 to 1,000 tons",,Chennai International Airport
93,IN,MACHILIPATNAM,,,,,,16 9 N,81 10 E,16.15,81.16666666666667,,,Yes,173.0,63280,,Yes,Very Small,Poor,less than 500 feet,Open Roadstead,,Yes,No,No,Yes,46 - 51 ft,41 - 45 ft,1.0,46 - 51 ft,46 - 51 ft,No,No,Yes,,Yes,Yes,,,,,,,,,,Yes,Yes,,,Yes,,Limited,Up to 200 tons,,Vijayawada Airport
94,IN,KAKINADA BAY,,,,,,17 0 N,82 19 E,17.0,82.31666666666666,,,Yes,173.0,63290,Yes,Yes,Very Small,Poor,over 500 feet,Coastal Breakwater,Yes,Yes,Yes,No,Yes,,6 - 10 ft,2.0,31 - 35 ft,,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,No,Yes,No,Limited,,Up to 656 ft,Rajahmundry Airport
95,IN,HALDIA PORT,,,,,,22 1 N,88 5 E,22.016666666666666,88.08333333333331,,,Yes,173.0,63322/1,Yes,Yes,Very Small,Fair,over 500 feet,River Natural,Yes,Yes,No,,No,26 - 30 ft,31 - 35 ft,3.0,36 - 40 ft,31 - 35 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,No,Limited,Up to 200 tons,657 ft to 984 ft,Netaji Subhash Chandra Bose Airport
96,IN,BLAIR,,,,,,11 41 N,92 45 E,11.683333333333335,92.75,,,Yes,173.0,63383,,Yes,Small,Good,less than 500 feet,Coastal Natural,,Yes,Yes,Yes,Yes,11 - 15 ft,11 - 15 ft,3.0,41 - 45 ft,26 - 30 ft,Yes,Yes,Yes,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Yes,No,Yes,,Yes,Yes,None,,,Port Blair Airport
