,country,portName,portAuthority,address,phone,fax,email,latitude,longitude,ddLatitude,ddLongitude,portType,portSize,firstPortofEntry,publication,chart,usaRep,medicalFacilities,harborSize,shelter,maxVesselSize,harborType,turningArea,holdingGround,tide,overheadLimit,swell,channel,cargoPier,meanTide,anchorage,oilTerminal,compulsory,available,tugAssistance,tugSalvage,pratique,rail,wharves,medMoor,hundredTonLifts,fiftyTonLifts,twentyTonLifts,zeroTonLifts,fixedCranes,mobileCranes,floatingCranes,longshore,provisions,fuelOil,deck,water,dieselOil,shipRepairs,marineRailroadSize,drydockSize,closestAirField
79,PH,GUIUAN,,,,,,11 2 N,125 43 E,11.033333333333333,125.71666666666668,,,,162.0,92060,,Yes,Very Small,Fair,,Coastal Natural,,,,,,76 - over ft,6 - 10 ft,2.0,61 - 65 ft,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,No,Yes,,,,Guiuan Community Airport Airport
80,PH,CATBALOGAN,,,,,,11 46 N,124 53 E,11.766666666666667,124.88333333333334,,,,162.0,,,Yes,Very Small,Fair,,Open Roadstead,,,,,,41 - 45 ft,11 - 15 ft,4.0,26 - 30 ft,,,Yes,,,,,Yes,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,,,,Catbalogan Community Airport Airport
81,PH,MAASIN,,,,,,10 8 N,124 50 E,10.133333333333333,124.83333333333331,,,,162.0,92090,,,Very Small,Fair,,Open Roadstead,,,,,,41 - 45 ft,16 - 20 ft,3.0,31 - 35 ft,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,Maasin Community Airport
82,PH,BAYBAY,,,,,,10 41 N,124 48 E,10.683333333333334,124.8,,,,162.0,92090,,Yes,Very Small,Poor,,Open Roadstead,,,,,,76 - over ft,11 - 15 ft,4.0,76 - over ft,,,,,,,,Yes,,,,,,,,,Yes,Yes,,,Yes,Yes,Limited,Up to 200 tons,,Hilongos Community Airport
83,PH,ORMOC,,,,,,11 0 N,124 36 E,11.0,124.6,,,,162.0,92090,,Yes,Very Small,Poor,,Open Roadstead,,,,,,76 - over ft,11 - 15 ft,4.0,76 - over ft,,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,Ormoc Principal Class 2 Airport
84,PH,PALOMPON,,,,,,11 3 N,124 23 E,11.05,124.38333333333334,,,,162.0,92380,,Yes,Very Small,Good,,Coastal Natural,,,,,,76 - over ft,21 - 25 ft,4.0,51 - 55 ft,,Yes,,,,,,Yes,,,,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,Ormoc Principal Class 2 Airport
85,PH,TUBIGAN,,,,,,9 57 N,123 58 E,9.95,123.96666666666668,,,,162.0,92320,,Yes,Very Small,Fair,,Open Roadstead,,,,,,21 - 25 ft,26 - 30 ft,3.0,16 - 20 ft,,,,,,,,,,,,,,,,,,,,,Yes,,Emergency only,,,Tagbilaran Principal Airport
86,PH,CEBU,,,,,,10 18 N,123 54 E,10.3,123.9,,,Yes,162.0,92385/3,Yes,Yes,Large,Excellent,less than 500 feet,Coastal Breakwater,,Yes,,Yes,,31 - 35 ft,31 - 35 ft,2.0,46 - 51 ft,21 - 25 ft,Yes,Yes,Yes,,,,Yes,,,,Yes,,Yes,Yes,,Yes,,Yes,Yes,Yes,,Moderate,,657 ft to 984 ft,Mactan Cebu International Airport
87,PH,TOLEDO,,,,,,10 22 N,123 38 E,10.366666666666667,123.63333333333334,,,,162.0,92370,,Yes,Small,Poor,over 500 feet,Open Roadstead,,,Yes,,Yes,51 - 55 ft,11 - 15 ft,2.0,76 - over ft,16 - 20 ft,No,Yes,,,,,Yes,,,,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Limited,,,Mactan Cebu International Airport
88,PH,BAIS,,,,,,9 36 N,123 7 E,9.6,123.11666666666666,,,,162.0,,,Yes,Very Small,Good,,Open Roadstead,,,Yes,,Yes,41 - 45 ft,31 - 35 ft,2.0,76 - over ft,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Emergency only,,,Negros Oriental Dumaguete Airport
89,PH,LAZI,,,,,,9 8 N,123 38 E,9.133333333333333,123.63333333333334,,,,162.0,92290,,Yes,Very Small,Fair,less than 500 feet,Coastal Natural,,Yes,,,,76 - over ft,11 - 15 ft,3.0,76 - over ft,,Yes,,Yes,,,,Yes,,,,,,,,,,,Yes,,Yes,,None,,,Siquijor Community Airport Airport
90,PH,CAPIZ,,,,,,11 36 N,122 43 E,11.6,122.71666666666668,,,,162.0,,,,Very Small,Excellent,less than 500 feet,Coastal Breakwater,,,,,,16 - 20 ft,36 - 40 ft,4.0,16 - 20 ft,,,,,,,,Yes,,,,,,,,,,,,,,,Emergency only,,,Roxas Principal Airport
91,PH,PUERTO PRINCESA,,,,,,9 44 N,118 44 E,9.733333333333333,118.73333333333332,,,Yes,162.0,92529,No,Yes,Small,Good,less than 500 feet,Coastal Natural,Yes,Yes,Yes,,Yes,76 - over ft,26 - 30 ft,1.0,56 - 60 ft,,Yes,Yes,Yes,,,Yes,Yes,,No,No,No,Yes,No,Yes,No,Yes,,Yes,,Yes,,Limited,Up to 200 tons,,Puerto Princesa International Airport
92,PH,SURIGAO CITY,,,,,,9 47 N,125 30 E,9.783333333333333,125.5,,,,162.0,,,Yes,Very Small,Good,,Open Roadstead,,,Yes,Yes,Yes,76 - over ft,26 - 30 ft,3.0,76 - over ft,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,,Yes,,Yes,,Yes,,,,,Surigao Airport
93,PH,HINATUAN,,,,,,8 22 N,126 20 E,8.366666666666667,126.33333333333331,,,,162.0,,,Yes,Very Small,Fair,,Coastal Natural,,,,,,6 - 10 ft,6 - 10 ft,4.0,21 - 25 ft,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Bislig Community Airport
94,PH,MANGAGOY,,,,,,8 14 N,126 19 E,8.233333333333333,126.31666666666666,,,Yes,162.0,,No,Yes,Small,Good,less than 500 feet,Coastal Natural,,Yes,Yes,,Yes,26 - 30 ft,26 - 30 ft,3.0,41 - 45 ft,,Yes,,Yes,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,,Yes,,Yes,Yes,Limited,,,Bislig Community Airport
95,PH,MATI,,,,,,6 57 N,126 13 E,6.95,126.21666666666668,,,,162.0,92160,No,Yes,Very Small,Excellent,over 500 feet,Open Roadstead,,,,,,76 - over ft,21 - 25 ft,4.0,76 - over ft,46 - 51 ft,Yes,,No,No,,,Yes,,,,,,,,,Yes,Yes,Yes,,Yes,,Limited,,,Mati Community Airport Airport
96,PH,POLLOC (COTABATO),,,,,,7 21 N,124 13 E,7.35,124.21666666666668,,,,162.0,92190,,Yes,Very Small,Fair,,Open Roadstead,,,,,,76 - over ft,31 - 35 ft,5.0,76 - over ft,,Yes,Yes,No,No,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,No,,No,No,,,,Cotabato Airport
97,PH,PAGADIAN,,,,,,7 50 N,123 26 E,7.833333333333332,123.43333333333334,,,,162.0,92190,,Yes,Very Small,Good,over 500 feet,Coastal Natural,,Yes,,,,76 - over ft,16 - 20 ft,5.0,76 - over ft,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Pagadian Airport
98,PH,MARGOSATUBIG,,,,,,7 35 N,123 10 E,7.583333333333332,123.16666666666669,,,,162.0,92190,,Yes,Very Small,Excellent,,Coastal Natural,,,,,,56 - 60 ft,11 - 15 ft,5.0,76 - over ft,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,Pagadian Airport
99,PH,SANTA CLARA,,,,,,7 47 N,122 41 E,7.783333333333332,122.68333333333334,,,,162.0,92200,,Yes,Very Small,Fair,,Coastal Natural,,,,,,31 - 35 ft,21 - 25 ft,0.0,41 - 45 ft,21 - 25 ft,,Yes,,,,,Yes,,,,,Yes,,,,,Yes,,,,,,,,Ipil Community Airport Airport
100,PH,JIMENEZ,,,,,,8 20 N,123 52 E,8.333333333333334,123.86666666666666,,,,162.0,,,Yes,Very Small,Good,over 500 feet,Coastal Natural,,,,,Yes,76 - over ft,36 - 40 ft,3.0,71 - 75 ft,,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,Ozamis Community Airport
101,PH,OZAMIS,,,,,,8 8 N,123 51 E,8.133333333333333,123.85,,,Yes,162.0,,,Yes,Very Small,Excellent,less than 500 feet,Open Roadstead,,Yes,,,,31 - 35 ft,16 - 20 ft,1.0,56 - 60 ft,,,Yes,Yes,,Yes,,Yes,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Limited,,,Ozamis Community Airport
102,PH,ILIGAN,,,,,,8 14 N,124 14 E,8.233333333333333,124.23333333333332,,,No,162.0,,No,Yes,Very Small,Fair,less than 500 feet,Open Roadstead,,No,No,No,No,76 - over ft,31 - 35 ft,2.0,76 - over ft,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,,Yes,Yes,,Yes,No,Yes,,Yes,Yes,None,,,Iligan Community Airport Airport
103,PH,BUTUAN CITY,,,,,,8 57 N,125 32 E,8.95,125.53333333333332,,,,162.0,,,Yes,Very Small,Excellent,,River Natural,,,,Yes,,11 - 15 ft,16 - 20 ft,3.0,6 - 10 ft,,,Yes,,,,,,,,,,,,,,,Yes,,,,Yes,Emergency only,,,Butuan Principal Airport
104,PH,BASILIAN CITY (ISABELA),,,,,,6 43 N,121 58 E,6.716666666666668,121.96666666666668,,,,162.0,92216,,Yes,Very Small,Excellent,less than 500 feet,Open Roadstead,,Yes,,,Yes,31 - 35 ft,26 - 30 ft,1.0,46 - 51 ft,16 - 20 ft,No,Yes,Yes,,,,Yes,,,,,Yes,,Yes,,Yes,Yes,,,Yes,,Limited,,,Zamboanga Principal Airport
105,PH,HOLLAND,,,,,,6 33 N,121 52 E,6.55,121.86666666666666,,,,162.0,92210,,Yes,Very Small,Good,,Coastal Natural,,,,,,26 - 30 ft,26 - 30 ft,3.0,36 - 40 ft,,,Yes,,,,,Yes,,,,,,,,,Yes,Yes,,,Yes,,Limited,,,Zamboanga Principal Airport
106,PH,SIASI,,,,,,5 33 N,120 49 E,5.55,120.81666666666666,,,,162.0,,,Yes,Very Small,Poor,,Coastal Natural,,,,,,31 - 35 ft,11 - 15 ft,4.0,46 - 51 ft,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Emergency only,,,Jolo Airport
