,Unnamed: 0,country,portName,portAuthority,address,phone,fax,email,latitude,longitude,ddLatitude,ddLongitude,portType,portSize,firstPortofEntry,publication,chart,usaRep,medicalFacilities,harborSize,shelter,maxVesselSize,harborType,turningArea,holdingGround,tide,overheadLimit,swell,channel,cargoPier,meanTide,anchorage,oilTerminal,compulsory,available,tugAssistance,tugSalvage,pratique,rail,wharves,medMoor,hundredTonLifts,fiftyTonLifts,twentyTonLifts,zeroTonLifts,fixedCranes,mobileCranes,floatingCranes,longshore,provisions,fuelOil,deck,water,dieselOil,shipRepairs,marineRailroadSize,drydockSize,closestCOneThirtyCSeventeen
58,51,AU,MOURILYAN, Ports Corporation of Queensland ,"GPO Box 409 Brisbane, Queensland 4001 Australia",,, info@pcq.com.au ,- 17 36 47 S ,146 7 55 E,-17.613055555555558,146.11666666666667, Harbor , Very Small ,Yes,,,No,Yes, Very Small , Good , Over 500 feet in length , River Natural ,Yes,Yes,,Yes,,21 - 25 ft,31 - 35 ft,1.0,21 - 25 ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,Yes,,,Yes,Yes,No,Yes,Yes,No, Moderate ,,,Innisfail Airport
59,52,AU,NEWCASTLE, Newcastle Port Corporation ,"PO Box 663 Newcastle, N S W 2300 Australia", 02 - 4985 8222 ,, mail@newportcorp.com ,- 32 56 0 S ,151 45 0 E,-32.93333333333333,151.75, Seaport , Medium ,Yes,127.0,74150,Yes,Yes, Large , Excellent , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,No,Yes,Yes,46 - 50 ft,21 - 25 ft,1.0,26 - 30 ft,31 - 35 ft,Yes,Yes,Yes,No,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,,Up to 656 ft,Williamtown Airport
60,94,AU,ONSLOW,,,,,,-21 39 S,115 6 E,-21.65,115.1,,,Yes,175.0,,,Yes,Very Small,Poor,,Open Roadstead,,,,,,6 - 10 ft,21 - 25 ft,4.0,21 - 25 ft,,,Yes,,,Yes,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,,Onslow Airport
61,53,AU,PENNESHAW,,,,,,- 35 44 4 S ,137 56 40 E,-35.734444444444435,137.93333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Kingscote Kangaroo Island Airport
62,54,AU,PERTH,,,,,,- 31 57 59 S ,115 48 59 E,-31.96638888888889,115.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Perth Jandakot Airport
63,93,AU,POINT MURAT,,,,,,-21 49 S,114 11 E,-21.816666666666666,114.18333333333334,,,Yes,175.0,,No,Yes,Very Small,Poor,over 500 feet,Open Roadstead,,Yes,,Yes,,36 - 40 ft,36 - 40 ft,2.0,26 - 30 ft,31 - 35 ft,No,Yes,No,No,,,Yes,,,Yes,,Yes,,Yes,,Yes,,No,Yes,Yes,Yes,Limited,,,Learmonth Airport
64,55,AU,PORT ALMA, Central Queensland Ports Authority ,"Bajool-Port Alma Rd via B A J O O L Port Alma, Queensland 4699 Australia", 61 7 4934 6931 , 61 7 4934 6928 ,,- 23 34 46 S ,150 51 30 E,-23.57944444444445,150.85," Pier, Jetty or Wharf ", Very Small ,Yes,127.0,,No,Yes, Very Small , Good , Over 500 feet in length , River Natural ,Yes,,,,,21 - 25 ft,31 - 35 ft,12.0,26 - 30 ft,31 - 35 ft,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,,,Rockhampton Airport
65,56,AU,PORT BONYTHON, Santos Ltd ,"60 Flinders Street Adelaide, South Australia 5000 Australia", 61 8 8116 5000 , 61 8 8116 5050 ,,- 32 57 40 S ,137 44 40 E,-32.96111111111112,137.73333333333332," Pier, Jetty or Wharf ", Small ,Yes,175.0,,,Yes, Small , Poor , Over 500 feet in length , Open Roadstead ,,Yes,,,,36 - 40 ft, 66 - 75 feet 20.1 - 21.3 meters ,2.0,51 - 55 ft,56 - 60 ft,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,No,,Yes,No, Limited ,,,Whyalla Airport
66,57,AU,PORT GILES, Flinders Ports Pty Ltd ,"296 St Vincent Street Port Adelaide, South Australia 5015 Australia", +61 8 8447 0611 , +61 8 8447 0606 , flindersports@flindersports.com.au ,- 35 1 43 S ,137 44 40 E,-35.02861111111111,137.73333333333332," Pier, Jetty or Wharf ", Very Small ,Yes,175.0,,No,Yes, Very Small , Fair , Over 500 feet in length , Open Roadstead ,,,No,Yes,No,36 - 40 ft,36 - 40 ft,5.0,51 - 55 ft,,Yes,Yes,Yes,No,Yes,,Yes,,,,,,No,No,No,Yes,Yes,Yes,No,Yes,No, None ,,,Kingscote Kangaroo Island Airport
67,58,AU,PORT HEDLAND, Port Hedland Port Authority ,"PO Box 2 Port Hedland, W A 6721 Australia", 61 8 9173 0000 , 61 8 9173 0060 , phpa@phpa.com.au ,- 20 19 27 S ,118 32 32 E,-20.324166666666667,118.53333333333332, Seaport , Small ,Yes,175.0,,No,Yes, Small , Excellent , Over 500 feet in length , Coastal Natural ,Yes,Yes,Yes,,No,46 - 50 ft,36 - 40 ft,12.0,31 - 35 ft,36 - 40 ft,Yes,Yes,Yes,Yes,Yes,No,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,No,Yes,No, Limited ,Up to 200 tons,,Port Hedland Airport
68,59,AU,PORT HUON,,,,,,- 43 10 0 S ,146 58 0 E,-43.16666666666666,146.96666666666667,,,,127.0,75191,,Yes,Very Small,Good,over 500 feet,River Natural,,Yes,,Yes,,26 - 30 ft,31 - 35 ft,1.0,26 - 30 ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,Yes,,Yes,,Yes,Yes,None,,,Hobart Airport
69,60,AU,PORT KEMBLA, Port Kembla Port Corporation ,"PO Box 89 Port Kembla, N S W 2505 Australia", 61 2 4275 0100 , 61 2 4274 0643 , enquiries@kemblaport.com.au ,- 34 28 24 S ,150 53 50 E,-34.473333333333336,150.88333333333333, Seaport , Medium ,Yes,127.0,,No,Yes, Small , Poor , Over 500 feet in length , Coastal Breakwater ,Yes,,,,No,46 - 50 ft,26 - 30 ft,2.0,46 - 50 ft,31 - 35 ft,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,"over 1,000 tons",,Wollongong Airport
70,62,AU,PORT LATTA,,,,,,- 40 52 14 S ,145 22 0 E,-40.87055555555556,145.36666666666667,,,Yes,127.0,75025,No,Yes,Very Small,Poor,less than 500 feet,Open Roadstead,Yes,,No,Yes,No,46 - 51 ft,51 - 55 ft,2.0,76 - over ft,51 - 55 ft,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,No,,Yes,No,Limited,Up to 200 tons,,Smithton Airport
71,63,AU,PORT LINCOLN, Flinders Ports Pty Ltd ,"296 St Vincent Street Port Adelaide, South Australia 5015 Australia", +61 8 8447 0611 , +61 8 8447 0606 , flindersports@flindersports.com.au ,- 34 43 27 S ,135 50 21 E,-34.72416666666667,135.83333333333334," Pier, Jetty or Wharf ", Very Small ,Yes,175.0,,No,Yes, Small , Excellent , Over 500 feet in length , Open Roadstead ,,No,No,,No,26 - 30 ft,31 - 35 ft,1.0,41 - 45 ft,31 - 35 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,Up to 200 tons,,Port Lincoln Airport
72,64,AU,PORT PHILLIP BAY,,,,,,- 33 58 56 S ,151 13 48 E,-33.982222222222234,151.21666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Sydney Kingsford Smith Airport
73,65,AU,PORT PIRIE, Flinders Ports Pty Ltd ,"296 St Vincent Street Port Adelaide, South Australia 5015 Australia", +61 8 8447 0611 , +61 8 8447 0606 , flindersports@flindersports.com.au ,- 33 8 59 S ,138 5 2 E,-33.149722222222216,138.08333333333334, Seaport , Small ,Yes,175.0,,No,Yes, Small , Good , Over 500 feet in length , River Natural ,Yes,Yes,No,Yes,No,21 - 25 ft,26 - 30 ft,6.0,21 - 25 ft,21 - 25 ft,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,No,Yes,Yes, Limited ,Up to 200 tons,,Port Pirie Airport
74,66,AU,PORT STANVAC,,,,,,- 35 2 18 S ,138 32 16 E,-35.03833333333333,138.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Adelaide Airport
75,67,AU,PORT WALCOTT, Port Authority of Port Walcott ,"Port Walcott Pilots Wickham, W A 6720 Australia", 61 8 9187 1329 , 61 8 9187 1601 , pilots@kisser.net.au ,- 20 37 0 S ,117 10 59 E,-20.616666666666667,117.16666666666669," Pier, Jetty or Wharf ", Small ,Yes,175.0,74020,No,Yes, Very Small , Fair , Over 500 feet in length , Open Roadstead ,Yes,Yes,,,,41 - 45 ft,61 - 65 ft,6.0,36 - 40 ft,31 - 35 ft,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,,Yes,Yes,No,No,Yes,No, Limited ,,,Karratha Airport
76,61,AU,PORTLAND, Port of Portland Pty Ltd. ,"Barton Place P. O. Box 292 Portland, Victoria 3305 Australia", 61 3 5525 0900 , 61 3 5521 7488 , info@portofportland.com.au ,- 38 20 15 S ,141 35 21 E,-38.33750000000001,141.58333333333334, Harbor , Small ,Yes,127.0,75159,No,Yes, Small , Fair , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,Yes,,No,31 - 35 ft,36 - 40 ft,1.0,46 - 50 ft,31 - 35 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,,Up to 656 ft,Portland Airport
77,68,AU,SALADIN MARINE TERMINAL,,,,,,- 21 23 60 S ,115 2 60 E,-21.4,115.03333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Onslow Airport
78,69,AU,SPRING BAY,,,,,,- 42 31 32 S ,147 56 19 E,-42.52555555555556,147.93333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Hobart Airport
79,70,AU,STAG MARINE TERMINAL,,,,,,- 20 16 59 S ,116 15 0 E,-20.28305555555556,116.25,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Karratha Airport
80,71,AU,STANLEY, Tasmanian Ports Corporation Pty Ltd ,"48 Formby Road PO Box 478 Devonport, Tasmania 7310 Australia", 1 300 366 742 , 03 6421 4988 , secretary@tasports.com.au ,- 40 48 44 S ,145 11 44 E,-40.81222222222222,145.18333333333334," Pier, Jetty or Wharf ", Very Small ,Yes,127.0,75025,,Yes, Very Small , Fair , Over 500 feet in length , Coastal Breakwater ,,Yes,Yes,,Yes,26 - 30 ft,16 - 20 ft,3.0,21 - 25 ft,,Yes,,Yes,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,,,Smithton Airport
81,72,AU,STRAHAN, Tasmanian Ports Corporation Pty Ltd ,"48 Formby Road PO Box 478 Devonport, Tasmania 7310 Australia", 61 3 6421 4911 , 61 3 6421 4988 , secretary@tasports.com.au ,- 42 8 60 S ,145 19 59 E,-42.15,145.31666666666666, Harbor , Small ,,,,,Yes, Very Small , Excellent , Up to 500 feet in length , Coastal Breakwater ,,,,,,11 - 15 ft,11 - 15 ft,1.0,11 - 15 ft,,Yes,Yes,No,No,Yes,Yes,,,,,,,,Yes,,,,No,,Yes,, Limited ,,,Wynyard Airport
82,73,AU,SYDNEY, Sydney Ports Corporation ,"PO Box 25 Millers Point Sydney, N S W 2000 Australia", 61 2 9296 4999 , 61 2 9296 4742 ,,- 33 52 10 S ,151 10 58 E,-33.869444444444454,151.16666666666666, Deepwater Seaport , Large ,Yes,127.0,75267/9,Yes,Yes, Large , Excellent , Over 500 feet in length , Coastal Natural ,Yes,Yes,No,Yes,Yes,41 - 45 ft,31 - 35 ft,1.0,31 - 35 ft,41 - 45 ft,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Major ,"over 1,000 tons",985 ft and over,Sydney Kingsford Smith Airport
83,74,AU,THEVENARD, Flinders Ports Pty Ltd ,"296 St Vincent Street Port Adelaide, South Australia 5015 Australia", +61 8 8447 0611 , +61 8 8447 0606 , flindersports@flindersports.com.au ,- 32 9 12 S ,133 32 1 E,-32.15333333333333,133.53333333333333," Pier, Jetty or Wharf ", Very Small ,No,175.0,,No,Yes, Very Small , Fair , Over 500 feet in length , Coastal Natural ,,Yes,No,Yes,No,26 - 30 ft,31 - 35 ft,1.0,26 - 30 ft,26 - 30 ft,Yes,Yes,Yes,,Yes,,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes, Limited ,,,Ceduna Airport
84,75,AU,THURSDAY ISLAND, Ports Corporation of Queensland ,"GPO Box 409 Brisbane, Queensland 4001 Australia",,, info@pcq.com.au ,- 10 33 32 S ,142 11 40 E,-10.558888888888893,142.18333333333334," Pier, Jetty or Wharf ", Small ,Yes,127.0,,No,Yes, Small , Good ,less than 500 feet, Coastal Natural ,,,No,,No,16 - 20 ft, 6 - 10 feet 1.8 - 3 meters ,1.0,26 - 30 ft, 6 - 10 feet 1.8 - 3 meters ,Yes,Yes,Yes,No,Yes,,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,"201 to 1,000 tons",,Horn Island Airport
85,76,AU,TORRES STRAIT,,,,,,- 17 29 59 S ,146 15 0 E,-17.499722222222225,146.25,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Innisfail Airport
86,77,AU,TOWNSVILLE, Townsville Port Authority ,"PO Box 1031 Townsville, Queensland 4810 Australia", 61 7 4781 1500 , 617 4781 1525 , info@townsville-port.com.au ,- 19 17 36 S ,146 50 35 E,-19.293333333333337,146.83333333333334, Harbor , Small ,Yes,127.0,74216/37,No,Yes, Small , Good , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,No,No,No,21 - 25 ft,31 - 35 ft,2.0,26 - 30 ft,36 - 40 ft,Yes,Yes,Yes,No,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,Up to 200 tons,,Townsville Townsville International Airport
87,78,AU,USELESS LOOP,,,,,,- 26 7 57 S ,113 23 59 E,-26.1325,113.38333333333334,,,,175.0,74535,,Yes,Very Small,Poor,,Open Roadstead,,,,Yes,,31 - 35 ft,31 - 35 ft,2.0,41 - 45 ft,,Yes,Yes,No,No,Yes,Yes,,Yes,,,,,,,,Yes,No,No,,No,No,None,,,Shark Bay Airport
88,79,AU,VARANUS ISLAND TERMINAL,,,,,,- 20 38 0 S ,115 35 59 E,-20.633333333333333,115.58333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Barrow Island Airport
89,80,AU,WALLAROO, Flinders Ports Pty Ltd ,296 St Vincent Street Port Adelaide South Australia 5015 Australia, +61 8 8447 0611 , +61 8 8447 0606 , flindersports@flindersports.com.au ,- 33 56 32 S ,137 38 38 E,-33.94222222222222,137.63333333333333," Pier, Jetty or Wharf ", Small ,Yes,175.0,,No,Yes, Very Small , Fair , Over 500 feet in length , Open Roadstead ,Yes,Yes,No,Yes,No,21 - 25 ft,21 - 25 ft,3.0,31 - 35 ft,26 - 30 ft,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,Up to 200 tons,,Port Pirie Airport
90,81,AU,WANDOO MARINE TERMINAL,,,,,,- 20 8 60 S ,116 25 0 E,-20.15,116.41666666666669,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Karratha Airport
91,91,AU,WARRNAMBOOL,,,,,,-38 24 S,142 29 E,-38.4,142.48333333333332,,,,127.0,,,Yes,Very Small,Poor,,Coastal Breakwater,,,,,Yes,26 - 30 ft,16 - 20 ft,2.0,16 - 20 ft,,Yes,,,,,Yes,Yes,,,,,Yes,,Yes,,,,Yes,,Yes,,Emergency only,,,Warrnambool Airport
92,82,AU,WEIPA, Ports Corporation of Queensland ,"GPO Box 409 Brisbane, Queensland 4001 Australia",,, info@pcq.com.au ,- 12 38 42 S ,141 52 19 E,-12.645,141.86666666666667," Pier, Jetty or Wharf ", Small ,Yes,175.0,74289,No,Yes, Small , Good , Over 500 feet in length , Coastal Natural ,Yes,Yes,No,No,No,31 - 35 ft,31 - 35 ft,1.0,36 - 40 ft,31 - 35 ft,Yes,Yes,Yes,No,Yes,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes, None ,,,Weipa Airport
93,89,AU,WELSHPOOL,,,,,,-38 42 S,146 28 E,-38.7,146.46666666666667,,,,127.0,,,,Very Small,Good,less than 500 feet,Coastal Natural,,Yes,,,,6 - 10 ft,16 - 20 ft,5.0,76 - over ft,16 - 20 ft,,No,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,,,,Emergency only,,,Latrobe Valley Airport
94,90,AU,WESTERN PORT,,,,,,-38 21 S,145 14 E,-38.35,145.23333333333332,,,Yes,127.0,,Yes,Yes,Very Small,Good,over 500 feet,Coastal Natural,Yes,,Yes,Yes,No,46 - 51 ft,36 - 40 ft,3.0,46 - 51 ft,46 - 51 ft,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Moderate,Up to 200 tons,,Melbourne Moorabbin Airport
95,83,AU,WHYALLA,,,,,,- 33 1 0 S ,137 34 59 E,-33.016666666666666,137.56666666666666,,,Yes,175.0,,No,Yes,Small,Poor,less than 500 feet,Coastal Breakwater,Yes,Yes,No,,No,31 - 35 ft,31 - 35 ft,2.0,26 - 30 ft,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,,No,,Yes,Yes,Limited,"201 to 1,000 tons",,Whyalla Airport
96,84,AU,WYNDHAM,,,,,,- 15 27 59 S ,128 7 19 E,-15.466388888888883,128.11666666666667,,,Yes,175.0,74012,,Yes,Very Small,Good,less than 500 feet,River Natural,,Yes,Yes,,Yes,21 - 25 ft,26 - 30 ft,8.0,31 - 35 ft,26 - 30 ft,Yes,Yes,No,No,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,No,Yes,,None,,,Wyndham Airport
97,85,AU,YAMBA, NSW Maritime Authority ,"Pilot Station Pilot Street Yamba, N S W 2464 Australia", 61 2 6646 2002 , 61 2 6646 1596 , pilot@yamba.nsw.gov.au ,- 29 21 50 S ,153 20 21 E,-29.363888888888887,153.33333333333334, Harbor , Small ,,,,,Yes, Small , Good , Up to 500 feet in length , River Natural ,,,,,,11 - 15 ft,11 - 15 ft,4.0,16 - 20 ft,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,,Up to 656 ft,Evans Head Airport
